CustomerID,Age,Gender,EmploymentStatus,Income,CreditHistory,LoanID,LoanAmount,InterestRate,LoanTerm,PaymentHistory,Default,Year,DefaultRate
922,31,Female,Unemployed,96310,Good,1022,18243,4.3,24 months,Defaulted,Yes,2021,0.49143532191376255
923,45,Male,Unemployed,35457,Good,1023,17282,5.4,48 months,Missed,No,2020,0.48484848484848486
924,53,Female,Student,62311,Excellent,1024,25110,7.8,36 months,On-time,No,2022,0.47486694263749263
925,33,Male,Unemployed,23980,Limited,1025,17965,5.6,24 months,On-time,No,2022,0.47486694263749263
926,45,Female,Unemployed,40886,Good,1026,16505,5.1,36 months,Missed,Yes,2022,0.47486694263749263
927,64,Male,Unemployed,97112,Limited,1027,9951,6.8,48 months,Defaulted,No,2020,0.48484848484848486
928,46,Female,Unemployed,70877,Poor,1028,27442,7.7,24 months,Missed,No,2020,0.48484848484848486
929,28,Female,Employed,56181,Limited,1029,12655,5.5,24 months,On-time,No,2021,0.49143532191376255
930,45,Female,Student,53262,Poor,1030,9610,5.8,36 months,Defaulted,No,2021,0.49143532191376255
931,41,Female,Student,20947,Excellent,1031,29205,7.7,36 months,Defaulted,Yes,2020,0.48484848484848486
932,49,Female,Unemployed,20022,Poor,1032,22468,9.7,48 months,Defaulted,No,2022,0.47486694263749263
933,62,Female,Employed,21128,Poor,1033,12583,8.0,48 months,Missed,No,2020,0.48484848484848486
934,36,Male,Student,99522,Excellent,1034,22701,8.7,36 months,Missed,No,2022,0.47486694263749263
935,45,Female,Student,52322,Good,1035,11880,6.2,24 months,Missed,No,2021,0.49143532191376255
936,55,Female,Unemployed,68929,Excellent,1036,7349,5.6,48 months,On-time,No,2020,0.48484848484848486
937,20,Female,Unemployed,29808,Limited,1037,28721,6.7,48 months,Missed,No,2020,0.48484848484848486
938,27,Male,Student,72882,Excellent,1038,24077,8.8,24 months,Defaulted,No,2020,0.48484848484848486
939,54,Male,Student,41725,Limited,1039,12208,6.7,36 months,On-time,Yes,2022,0.47486694263749263
940,34,Male,Employed,92534,Good,1040,18720,9.1,48 months,On-time,No,2021,0.49143532191376255
941,41,Female,Student,59950,Limited,1041,11881,9.9,24 months,On-time,Yes,2022,0.47486694263749263
942,33,Male,Student,40557,Excellent,1042,8722,4.4,48 months,Defaulted,Yes,2021,0.49143532191376255
943,45,Male,Unemployed,41825,Excellent,1043,25077,4.3,24 months,Missed,No,2022,0.47486694263749263
944,47,Female,Student,28998,Good,1044,20332,4.9,48 months,Defaulted,No,2021,0.49143532191376255
945,42,Female,Unemployed,56080,Excellent,1045,25776,6.3,36 months,Missed,No,2022,0.47486694263749263
946,33,Male,Student,77797,Good,1046,12224,4.8,24 months,On-time,Yes,2020,0.48484848484848486
947,43,Female,Student,35802,Good,1047,18229,9.2,48 months,On-time,Yes,2022,0.47486694263749263
948,21,Female,Student,31167,Excellent,1048,12802,4.1,48 months,Defaulted,Yes,2020,0.48484848484848486
949,64,Female,Employed,62407,Poor,1049,27101,5.9,24 months,Missed,No,2020,0.48484848484848486
950,45,Female,Unemployed,33338,Limited,1050,16439,5.1,24 months,On-time,No,2020,0.48484848484848486
951,33,Male,Employed,96289,Poor,1051,8134,9.6,36 months,Defaulted,Yes,2022,0.47486694263749263
952,26,Female,Student,91520,Good,1052,7598,8.0,24 months,Defaulted,Yes,2020,0.48484848484848486
953,22,Male,Employed,38895,Limited,1053,9052,9.5,48 months,Missed,No,2022,0.47486694263749263
954,42,Male,Unemployed,67910,Poor,1054,17741,9.8,36 months,Missed,Yes,2021,0.49143532191376255
955,62,Male,Student,85898,Excellent,1055,8824,7.0,24 months,Missed,Yes,2022,0.47486694263749263
956,64,Male,Employed,23454,Poor,1056,8520,5.4,48 months,On-time,Yes,2022,0.47486694263749263
957,37,Female,Employed,80797,Limited,1057,6249,5.2,24 months,Defaulted,Yes,2022,0.47486694263749263
958,57,Female,Unemployed,70637,Limited,1058,27970,5.3,48 months,Missed,Yes,2021,0.49143532191376255
959,54,Female,Employed,25349,Limited,1059,20565,8.3,48 months,Defaulted,Yes,2021,0.49143532191376255
960,34,Male,Unemployed,59963,Limited,1060,29227,4.2,36 months,On-time,Yes,2021,0.49143532191376255
961,44,Male,Student,95583,Poor,1061,23458,4.3,36 months,On-time,No,2020,0.48484848484848486
962,56,Male,Student,27750,Excellent,1062,23888,7.6,24 months,Missed,Yes,2022,0.47486694263749263
963,47,Female,Employed,42463,Excellent,1063,17997,7.9,36 months,On-time,No,2022,0.47486694263749263
964,29,Male,Student,94935,Limited,1064,7014,8.0,24 months,Defaulted,No,2020,0.48484848484848486
965,58,Female,Student,78792,Excellent,1065,9944,6.2,36 months,Defaulted,Yes,2020,0.48484848484848486
966,36,Female,Employed,33686,Poor,1066,5948,8.8,36 months,On-time,No,2022,0.47486694263749263
967,58,Female,Student,83528,Excellent,1067,21490,7.2,24 months,On-time,Yes,2020,0.48484848484848486
968,41,Female,Employed,42787,Good,1068,15683,4.6,36 months,On-time,No,2020,0.48484848484848486
969,45,Male,Unemployed,34776,Excellent,1069,19012,8.8,36 months,Defaulted,No,2021,0.49143532191376255
970,63,Female,Unemployed,77427,Limited,1070,9692,9.7,36 months,On-time,Yes,2020,0.48484848484848486
971,44,Male,Unemployed,81086,Excellent,1071,29730,4.4,36 months,Missed,No,2020,0.48484848484848486
972,36,Female,Employed,83308,Excellent,1072,8240,6.3,24 months,Missed,Yes,2022,0.47486694263749263
973,32,Male,Employed,35797,Excellent,1073,14762,6.9,48 months,Defaulted,No,2020,0.48484848484848486
974,39,Male,Student,25302,Excellent,1074,18731,4.9,24 months,On-time,Yes,2020,0.48484848484848486
975,44,Female,Student,83172,Good,1075,26687,9.2,24 months,On-time,Yes,2020,0.48484848484848486
976,23,Female,Student,58059,Poor,1076,23018,5.7,24 months,On-time,No,2021,0.49143532191376255
977,29,Female,Student,20908,Limited,1077,15130,8.7,36 months,Missed,Yes,2022,0.47486694263749263
978,22,Male,Student,80252,Limited,1078,22916,8.0,36 months,Missed,Yes,2021,0.49143532191376255
979,60,Female,Employed,32877,Excellent,1079,12608,7.6,48 months,Missed,No,2020,0.48484848484848486
980,64,Female,Employed,34239,Poor,1080,17409,5.2,36 months,Missed,Yes,2022,0.47486694263749263
981,37,Male,Unemployed,47313,Excellent,1081,22824,5.3,48 months,Missed,No,2022,0.47486694263749263
982,55,Female,Unemployed,62103,Good,1082,25030,4.3,48 months,Defaulted,No,2020,0.48484848484848486
983,41,Male,Unemployed,68408,Poor,1083,16589,5.4,36 months,Defaulted,No,2021,0.49143532191376255
984,53,Female,Unemployed,30534,Poor,1084,26983,6.1,48 months,On-time,Yes,2020,0.48484848484848486
985,27,Male,Employed,63060,Poor,1085,17437,9.0,24 months,On-time,No,2021,0.49143532191376255
986,59,Male,Employed,37189,Poor,1086,22999,6.2,24 months,Missed,Yes,2020,0.48484848484848486
987,63,Female,Employed,30967,Excellent,1087,14705,8.5,24 months,On-time,No,2022,0.47486694263749263
988,38,Male,Student,85563,Good,1088,29378,6.6,48 months,Defaulted,No,2022,0.47486694263749263
989,61,Female,Student,28660,Poor,1089,27680,8.7,48 months,Defaulted,No,2021,0.49143532191376255
990,60,Female,Unemployed,59823,Limited,1090,20376,9.9,24 months,On-time,Yes,2020,0.48484848484848486
991,56,Male,Student,75842,Limited,1091,23982,5.4,36 months,Missed,No,2021,0.49143532191376255
992,25,Female,Employed,29616,Good,1092,16611,9.2,24 months,Defaulted,Yes,2022,0.47486694263749263
993,45,Male,Unemployed,95976,Limited,1093,24914,7.7,36 months,On-time,Yes,2022,0.47486694263749263
994,53,Male,Unemployed,68738,Excellent,1094,12590,8.9,36 months,Missed,Yes,2021,0.49143532191376255
995,64,Male,Student,33107,Excellent,1095,23711,7.9,48 months,On-time,Yes,2021,0.49143532191376255
996,25,Male,Unemployed,81404,Good,1096,11565,6.5,48 months,Missed,Yes,2021,0.49143532191376255
997,56,Male,Student,35954,Poor,1097,29151,5.4,36 months,Missed,No,2021,0.49143532191376255
998,52,Male,Student,36943,Limited,1098,23360,4.4,36 months,Defaulted,Yes,2021,0.49143532191376255
999,41,Male,Unemployed,60725,Limited,1099,6835,7.2,36 months,Defaulted,No,2020,0.48484848484848486
1000,40,Male,Student,65434,Good,1100,26283,9.9,48 months,On-time,No,2021,0.49143532191376255
1001,25,Female,Student,30110,Good,1101,21738,8.4,24 months,On-time,Yes,2021,0.49143532191376255
1002,25,Female,Student,36462,Limited,1102,14797,6.0,36 months,Missed,No,2022,0.47486694263749263
1003,23,Male,Student,99232,Poor,1103,25857,9.0,48 months,Defaulted,No,2022,0.47486694263749263
1004,49,Female,Unemployed,74081,Good,1104,8195,8.6,24 months,Missed,Yes,2020,0.48484848484848486
1005,30,Female,Employed,72799,Excellent,1105,18868,5.7,48 months,Missed,Yes,2021,0.49143532191376255
1006,49,Female,Employed,86567,Limited,1106,14179,4.1,24 months,Missed,No,2021,0.49143532191376255
1007,50,Female,Student,71224,Good,1107,13345,4.7,48 months,Missed,Yes,2022,0.47486694263749263
1008,43,Female,Student,76063,Good,1108,5906,9.3,24 months,Missed,Yes,2022,0.47486694263749263
1009,28,Female,Student,75240,Good,1109,16955,9.0,36 months,Missed,No,2022,0.47486694263749263
1010,22,Male,Employed,37868,Limited,1110,20768,5.8,48 months,On-time,Yes,2021,0.49143532191376255
1011,50,Female,Student,95973,Excellent,1111,12198,5.7,24 months,Defaulted,Yes,2021,0.49143532191376255
1012,59,Female,Unemployed,42222,Excellent,1112,6620,8.8,24 months,Defaulted,Yes,2020,0.48484848484848486
1013,56,Female,Unemployed,99794,Limited,1113,16820,9.6,24 months,Missed,Yes,2022,0.47486694263749263
1014,55,Female,Unemployed,83924,Good,1114,16766,8.7,36 months,Missed,Yes,2022,0.47486694263749263
1015,43,Male,Employed,98513,Limited,1115,25802,7.6,48 months,Missed,Yes,2022,0.47486694263749263
1016,50,Male,Student,74649,Limited,1116,13523,5.5,24 months,Defaulted,No,2022,0.47486694263749263
1017,25,Male,Student,30223,Good,1117,9338,7.2,36 months,Defaulted,Yes,2022,0.47486694263749263
1018,21,Male,Student,68166,Limited,1118,20911,5.4,36 months,Missed,No,2021,0.49143532191376255
1019,39,Female,Employed,59369,Poor,1119,21813,8.8,36 months,Defaulted,No,2021,0.49143532191376255
1020,47,Male,Employed,89392,Excellent,1120,10301,6.3,36 months,Missed,No,2022,0.47486694263749263
1021,30,Male,Employed,79526,Poor,1121,20144,9.0,36 months,Missed,No,2022,0.47486694263749263
1022,23,Male,Employed,32661,Poor,1122,18784,6.3,36 months,Missed,Yes,2021,0.49143532191376255
1023,34,Male,Unemployed,35591,Poor,1123,7423,8.9,36 months,On-time,No,2021,0.49143532191376255
1024,25,Female,Employed,91718,Limited,1124,13272,6.0,48 months,Defaulted,Yes,2020,0.48484848484848486
1025,49,Male,Employed,75235,Good,1125,6573,6.6,48 months,Defaulted,No,2021,0.49143532191376255
1026,57,Female,Employed,27970,Limited,1126,29419,7.7,36 months,Defaulted,No,2020,0.48484848484848486
1027,21,Male,Student,67922,Excellent,1127,21803,4.4,24 months,Missed,Yes,2022,0.47486694263749263
1028,34,Female,Student,50755,Limited,1128,5466,9.7,24 months,On-time,Yes,2022,0.47486694263749263
1029,30,Female,Student,39416,Limited,1129,20787,7.4,24 months,Missed,No,2022,0.47486694263749263
1030,27,Male,Unemployed,33672,Limited,1130,10176,7.0,36 months,Missed,Yes,2021,0.49143532191376255
1031,45,Male,Unemployed,66996,Limited,1131,8393,9.0,24 months,Missed,No,2021,0.49143532191376255
1032,64,Male,Employed,94095,Poor,1132,14757,9.2,48 months,On-time,Yes,2022,0.47486694263749263
1033,63,Male,Student,20064,Good,1133,28817,7.1,48 months,Missed,Yes,2022,0.47486694263749263
1034,24,Female,Unemployed,88835,Excellent,1134,28778,9.6,48 months,Missed,No,2020,0.48484848484848486
1035,25,Female,Student,90385,Excellent,1135,20164,4.4,48 months,On-time,Yes,2021,0.49143532191376255
1036,45,Male,Unemployed,25639,Excellent,1136,17222,4.7,36 months,Missed,No,2021,0.49143532191376255
1037,23,Male,Unemployed,31055,Limited,1137,23419,7.6,48 months,Missed,Yes,2020,0.48484848484848486
1038,38,Female,Employed,79220,Excellent,1138,23016,6.1,24 months,Defaulted,No,2022,0.47486694263749263
1039,39,Male,Employed,49427,Poor,1139,23368,6.8,24 months,On-time,No,2022,0.47486694263749263
1040,52,Female,Unemployed,84666,Good,1140,28505,6.0,48 months,Defaulted,No,2021,0.49143532191376255
1041,39,Male,Employed,84274,Limited,1141,5003,6.4,48 months,Missed,Yes,2021,0.49143532191376255
1042,31,Female,Unemployed,30866,Limited,1142,12477,8.9,48 months,On-time,No,2022,0.47486694263749263
1043,20,Female,Unemployed,23889,Poor,1143,10998,7.6,24 months,On-time,No,2020,0.48484848484848486
1044,45,Female,Student,68226,Excellent,1144,5602,10.0,24 months,Missed,Yes,2020,0.48484848484848486
1045,33,Female,Employed,51335,Limited,1145,12256,8.7,48 months,Defaulted,No,2020,0.48484848484848486
1046,57,Female,Employed,70547,Limited,1146,15559,5.6,24 months,Missed,No,2021,0.49143532191376255
1047,56,Male,Employed,46162,Poor,1147,18686,5.6,24 months,On-time,No,2020,0.48484848484848486
1048,30,Female,Student,44687,Poor,1148,18973,6.0,36 months,On-time,Yes,2021,0.49143532191376255
1049,55,Male,Student,30995,Excellent,1149,11714,9.1,48 months,Missed,Yes,2021,0.49143532191376255
1050,32,Female,Student,76488,Good,1150,13376,4.2,48 months,Missed,No,2022,0.47486694263749263
1051,62,Female,Employed,22631,Good,1151,16701,5.4,36 months,Missed,Yes,2022,0.47486694263749263
1052,22,Male,Employed,54954,Excellent,1152,19891,9.4,36 months,Missed,No,2020,0.48484848484848486
1053,52,Male,Employed,25967,Good,1153,8251,7.8,24 months,Defaulted,Yes,2020,0.48484848484848486
1054,25,Male,Student,84471,Poor,1154,24531,5.4,36 months,Defaulted,No,2021,0.49143532191376255
1055,29,Male,Student,57116,Poor,1155,13144,5.3,48 months,Defaulted,No,2022,0.47486694263749263
1056,24,Female,Unemployed,54227,Poor,1156,21438,9.2,48 months,Defaulted,No,2022,0.47486694263749263
1057,42,Male,Student,21942,Good,1157,14916,9.4,48 months,On-time,Yes,2021,0.49143532191376255
1058,29,Female,Unemployed,67664,Good,1158,7910,5.5,24 months,On-time,No,2020,0.48484848484848486
1059,63,Male,Employed,48069,Limited,1159,23254,6.5,24 months,Defaulted,No,2020,0.48484848484848486
1060,21,Male,Student,34407,Limited,1160,16482,9.0,48 months,Missed,Yes,2021,0.49143532191376255
1061,32,Female,Employed,79201,Limited,1161,8348,8.6,48 months,On-time,Yes,2022,0.47486694263749263
1062,59,Female,Employed,74348,Good,1162,22985,8.9,24 months,Missed,No,2021,0.49143532191376255
1063,21,Male,Employed,37878,Limited,1163,27151,7.1,24 months,Defaulted,Yes,2021,0.49143532191376255
1064,39,Female,Employed,98629,Poor,1164,10830,9.5,36 months,On-time,No,2020,0.48484848484848486
1065,20,Female,Student,75420,Good,1165,16529,6.0,24 months,On-time,Yes,2022,0.47486694263749263
1066,56,Female,Employed,63168,Excellent,1166,13120,4.9,24 months,On-time,Yes,2020,0.48484848484848486
1067,28,Female,Unemployed,74862,Good,1167,28427,8.3,48 months,On-time,No,2020,0.48484848484848486
1068,36,Female,Student,48004,Limited,1168,23474,7.2,48 months,Defaulted,No,2022,0.47486694263749263
1069,28,Female,Employed,40471,Good,1169,10480,9.1,48 months,On-time,No,2020,0.48484848484848486
1070,30,Female,Student,80167,Limited,1170,14443,4.5,36 months,Defaulted,Yes,2021,0.49143532191376255
1071,34,Female,Unemployed,85308,Limited,1171,11370,9.1,24 months,On-time,No,2021,0.49143532191376255
1072,43,Male,Employed,34568,Excellent,1172,26566,5.8,36 months,Defaulted,Yes,2022,0.47486694263749263
1073,57,Female,Unemployed,29466,Excellent,1173,5170,7.9,24 months,Defaulted,No,2021,0.49143532191376255
1074,54,Male,Employed,77324,Poor,1174,7809,4.2,24 months,Missed,No,2021,0.49143532191376255
1075,49,Female,Unemployed,35467,Limited,1175,11993,7.7,48 months,Defaulted,No,2021,0.49143532191376255
1076,50,Female,Employed,95955,Good,1176,29313,8.3,24 months,Missed,Yes,2021,0.49143532191376255
1077,24,Female,Student,72948,Excellent,1177,28095,6.2,36 months,On-time,No,2020,0.48484848484848486
1078,63,Female,Employed,36676,Excellent,1178,16946,5.3,48 months,Missed,Yes,2021,0.49143532191376255
1079,33,Male,Student,51514,Limited,1179,8991,7.2,36 months,Defaulted,No,2022,0.47486694263749263
1080,30,Male,Employed,42650,Good,1180,28519,9.0,36 months,Missed,No,2020,0.48484848484848486
1081,28,Female,Employed,97701,Excellent,1181,5826,5.9,48 months,On-time,Yes,2021,0.49143532191376255
1082,53,Male,Unemployed,30683,Excellent,1182,14857,5.5,24 months,Missed,Yes,2021,0.49143532191376255
1083,31,Female,Unemployed,79819,Good,1183,21513,5.7,36 months,Defaulted,Yes,2022,0.47486694263749263
1084,54,Female,Unemployed,24860,Excellent,1184,22801,9.7,24 months,Defaulted,No,2020,0.48484848484848486
1085,54,Male,Employed,23729,Good,1185,11798,6.2,48 months,On-time,No,2021,0.49143532191376255
1086,20,Male,Employed,51351,Limited,1186,28157,4.0,24 months,On-time,Yes,2022,0.47486694263749263
1087,59,Female,Employed,82744,Excellent,1187,22791,8.7,24 months,Missed,No,2020,0.48484848484848486
1088,41,Female,Student,44346,Limited,1188,10136,8.2,48 months,On-time,Yes,2020,0.48484848484848486
1089,48,Male,Student,94155,Good,1189,22421,4.8,24 months,Defaulted,Yes,2021,0.49143532191376255
1090,27,Female,Employed,96700,Limited,1190,17491,9.9,36 months,Missed,No,2022,0.47486694263749263
1091,30,Male,Unemployed,26955,Limited,1191,12546,7.6,36 months,Missed,Yes,2022,0.47486694263749263
1092,60,Female,Unemployed,85642,Limited,1192,10903,7.0,36 months,Missed,No,2021,0.49143532191376255
1093,56,Female,Unemployed,90290,Poor,1193,18855,6.3,24 months,Missed,Yes,2021,0.49143532191376255
1094,33,Male,Employed,64293,Good,1194,21406,9.4,36 months,On-time,No,2021,0.49143532191376255
1095,49,Male,Unemployed,81336,Good,1195,19949,5.5,24 months,Missed,Yes,2022,0.47486694263749263
1096,54,Male,Employed,41662,Good,1196,14825,5.7,24 months,Missed,No,2020,0.48484848484848486
1097,40,Female,Student,26408,Good,1197,11287,4.7,24 months,Missed,Yes,2021,0.49143532191376255
1098,56,Female,Unemployed,60403,Good,1198,17193,8.6,24 months,Defaulted,No,2021,0.49143532191376255
1099,24,Female,Student,21225,Excellent,1199,6405,7.6,48 months,Defaulted,No,2020,0.48484848484848486
1100,38,Female,Unemployed,32196,Excellent,1200,14670,7.7,36 months,On-time,No,2020,0.48484848484848486
1101,33,Male,Employed,89786,Excellent,1201,27851,5.3,36 months,Defaulted,Yes,2022,0.47486694263749263
1102,45,Female,Employed,35372,Limited,1202,22578,7.9,24 months,Defaulted,No,2021,0.49143532191376255
1103,23,Female,Employed,37279,Limited,1203,13767,8.6,48 months,On-time,Yes,2022,0.47486694263749263
1104,44,Female,Employed,74240,Good,1204,12923,6.1,24 months,On-time,Yes,2020,0.48484848484848486
1105,64,Male,Unemployed,58187,Poor,1205,6606,8.8,36 months,Missed,Yes,2021,0.49143532191376255
1106,61,Female,Student,68481,Good,1206,13643,6.1,36 months,Missed,No,2022,0.47486694263749263
1107,44,Female,Employed,48475,Excellent,1207,13316,8.5,48 months,On-time,Yes,2022,0.47486694263749263
1108,37,Male,Unemployed,64552,Good,1208,16646,4.2,24 months,Missed,Yes,2020,0.48484848484848486
1109,59,Female,Student,87969,Limited,1209,15556,7.3,48 months,Missed,No,2021,0.49143532191376255
1110,27,Female,Employed,96534,Good,1210,15058,9.8,24 months,Missed,No,2022,0.47486694263749263
1111,58,Male,Student,26858,Excellent,1211,11250,9.9,48 months,On-time,No,2022,0.47486694263749263
1112,59,Female,Employed,94486,Good,1212,6683,5.7,36 months,Defaulted,No,2020,0.48484848484848486
1113,33,Female,Student,94474,Limited,1213,16726,6.6,48 months,Defaulted,Yes,2021,0.49143532191376255
1114,51,Female,Student,45168,Poor,1214,24135,4.4,36 months,On-time,Yes,2020,0.48484848484848486
1115,57,Male,Employed,52099,Excellent,1215,28888,9.2,36 months,On-time,Yes,2022,0.47486694263749263
1116,52,Female,Unemployed,91180,Good,1216,12663,7.4,24 months,Missed,Yes,2021,0.49143532191376255
1117,42,Female,Student,81455,Limited,1217,29937,6.3,48 months,On-time,Yes,2020,0.48484848484848486
1118,34,Male,Employed,74240,Excellent,1218,18083,4.7,48 months,On-time,No,2021,0.49143532191376255
1119,52,Male,Student,94796,Excellent,1219,24106,9.7,48 months,On-time,Yes,2021,0.49143532191376255
1120,44,Female,Student,74592,Limited,1220,27023,7.2,48 months,On-time,No,2021,0.49143532191376255
1121,36,Female,Unemployed,67458,Good,1221,18146,5.7,24 months,Missed,No,2022,0.47486694263749263
1122,52,Female,Student,78046,Good,1222,16253,6.1,24 months,Missed,Yes,2021,0.49143532191376255
1123,21,Female,Student,36488,Good,1223,20736,5.6,24 months,On-time,Yes,2020,0.48484848484848486
1124,33,Male,Employed,78841,Excellent,1224,8223,7.6,36 months,On-time,Yes,2021,0.49143532191376255
1125,59,Female,Employed,20395,Poor,1225,10441,9.6,36 months,Defaulted,No,2021,0.49143532191376255
1126,59,Male,Unemployed,72669,Excellent,1226,14822,9.1,36 months,Defaulted,No,2022,0.47486694263749263
1127,58,Male,Student,30845,Good,1227,12381,6.8,24 months,On-time,No,2020,0.48484848484848486
1128,25,Female,Student,56059,Excellent,1228,17863,9.0,36 months,Defaulted,Yes,2021,0.49143532191376255
1129,25,Female,Student,38394,Poor,1229,10184,6.5,48 months,Defaulted,No,2022,0.47486694263749263
1130,22,Male,Unemployed,65906,Excellent,1230,21653,5.5,36 months,Missed,No,2022,0.47486694263749263
1131,26,Male,Student,79332,Limited,1231,29088,9.9,24 months,Missed,No,2021,0.49143532191376255
1132,27,Female,Employed,57305,Good,1232,27499,5.8,24 months,Missed,No,2021,0.49143532191376255
1133,61,Male,Unemployed,62628,Good,1233,14315,5.9,24 months,Defaulted,Yes,2021,0.49143532191376255
1134,34,Female,Employed,41352,Good,1234,28682,9.9,24 months,On-time,No,2022,0.47486694263749263
1135,48,Female,Employed,71993,Excellent,1235,9533,4.8,48 months,Missed,Yes,2021,0.49143532191376255
1136,52,Male,Unemployed,59386,Excellent,1236,22426,8.6,36 months,Defaulted,Yes,2022,0.47486694263749263
1137,49,Male,Employed,76624,Excellent,1237,19560,9.6,36 months,On-time,Yes,2020,0.48484848484848486
1138,58,Female,Student,77065,Good,1238,6641,7.1,24 months,Missed,Yes,2021,0.49143532191376255
1139,46,Male,Unemployed,28539,Excellent,1239,20925,4.0,36 months,Defaulted,No,2020,0.48484848484848486
1140,55,Female,Employed,21263,Good,1240,27987,6.3,48 months,Missed,Yes,2020,0.48484848484848486
1141,48,Female,Student,33305,Excellent,1241,15633,4.7,24 months,Defaulted,Yes,2020,0.48484848484848486
1142,57,Female,Student,73817,Good,1242,8297,6.5,36 months,Missed,No,2022,0.47486694263749263
1143,52,Male,Employed,44398,Limited,1243,28439,8.7,36 months,Defaulted,No,2022,0.47486694263749263
1144,56,Female,Student,95801,Excellent,1244,22767,6.6,36 months,On-time,No,2022,0.47486694263749263
1145,46,Female,Unemployed,69107,Good,1245,8996,6.6,36 months,Missed,No,2022,0.47486694263749263
1146,52,Female,Employed,52152,Limited,1246,5014,7.3,24 months,Missed,Yes,2020,0.48484848484848486
1147,23,Female,Student,50624,Limited,1247,19895,7.5,24 months,Defaulted,No,2022,0.47486694263749263
1148,41,Female,Student,76132,Poor,1248,6674,9.1,48 months,On-time,No,2020,0.48484848484848486
1149,21,Female,Employed,72979,Excellent,1249,10099,5.9,24 months,On-time,Yes,2020,0.48484848484848486
1150,29,Female,Employed,78013,Good,1250,25001,8.9,36 months,Missed,Yes,2022,0.47486694263749263
1151,24,Female,Employed,83797,Poor,1251,29483,7.4,36 months,Defaulted,No,2020,0.48484848484848486
1152,29,Female,Employed,71798,Excellent,1252,27941,5.8,36 months,Missed,Yes,2022,0.47486694263749263
1153,52,Female,Unemployed,36650,Limited,1253,26858,5.8,48 months,Defaulted,No,2020,0.48484848484848486
1154,57,Female,Employed,46014,Excellent,1254,22864,6.2,24 months,On-time,No,2021,0.49143532191376255
1155,32,Male,Unemployed,96421,Good,1255,29082,7.7,24 months,Missed,Yes,2022,0.47486694263749263
1156,50,Female,Unemployed,27434,Limited,1256,24430,5.4,24 months,Defaulted,Yes,2020,0.48484848484848486
1157,55,Female,Employed,50028,Poor,1257,12363,9.5,36 months,On-time,Yes,2022,0.47486694263749263
1158,64,Female,Unemployed,86558,Excellent,1258,10957,7.4,36 months,Defaulted,Yes,2020,0.48484848484848486
1159,43,Male,Employed,44331,Excellent,1259,9210,9.5,36 months,Missed,No,2022,0.47486694263749263
1160,34,Female,Employed,87573,Poor,1260,20776,4.3,48 months,Defaulted,No,2021,0.49143532191376255
1161,48,Male,Student,94292,Excellent,1261,26855,6.1,48 months,Missed,Yes,2021,0.49143532191376255
1162,27,Female,Employed,66326,Excellent,1262,22359,4.1,36 months,On-time,No,2022,0.47486694263749263
1163,24,Female,Student,24123,Excellent,1263,23069,5.6,48 months,Defaulted,Yes,2022,0.47486694263749263
1164,48,Male,Unemployed,36603,Limited,1264,7083,9.2,48 months,On-time,No,2020,0.48484848484848486
1165,23,Female,Student,85941,Limited,1265,23070,4.2,48 months,On-time,No,2020,0.48484848484848486
1166,31,Male,Unemployed,62597,Good,1266,9158,6.6,24 months,Missed,No,2022,0.47486694263749263
1167,64,Male,Employed,83238,Excellent,1267,28193,4.7,48 months,Missed,No,2021,0.49143532191376255
1168,21,Female,Unemployed,62719,Good,1268,21571,6.5,36 months,On-time,No,2021,0.49143532191376255
1169,46,Female,Unemployed,61751,Limited,1269,7782,9.0,24 months,Missed,No,2022,0.47486694263749263
1170,50,Female,Employed,37693,Excellent,1270,25572,7.7,48 months,On-time,Yes,2020,0.48484848484848486
1171,55,Female,Unemployed,57697,Good,1271,9100,8.4,36 months,Missed,Yes,2022,0.47486694263749263
1172,55,Male,Employed,49992,Excellent,1272,16701,6.1,48 months,Missed,Yes,2022,0.47486694263749263
1173,45,Male,Student,83825,Excellent,1273,20525,9.7,36 months,Defaulted,No,2021,0.49143532191376255
1174,62,Female,Employed,29522,Poor,1274,23456,8.3,36 months,Defaulted,Yes,2021,0.49143532191376255
1175,46,Male,Employed,65406,Good,1275,28035,6.5,48 months,Missed,No,2020,0.48484848484848486
1176,24,Male,Unemployed,32121,Limited,1276,5097,6.6,48 months,On-time,No,2020,0.48484848484848486
1177,39,Female,Student,34219,Good,1277,14483,9.5,24 months,On-time,No,2022,0.47486694263749263
1178,30,Male,Employed,21617,Good,1278,28189,7.5,48 months,On-time,Yes,2022,0.47486694263749263
1179,29,Male,Student,63016,Good,1279,8464,8.2,36 months,Missed,No,2022,0.47486694263749263
1180,59,Female,Student,70672,Poor,1280,6787,6.5,24 months,Missed,No,2022,0.47486694263749263
1181,57,Male,Unemployed,44276,Excellent,1281,12763,5.3,36 months,On-time,Yes,2021,0.49143532191376255
1182,25,Female,Employed,92240,Limited,1282,26788,8.3,36 months,Defaulted,Yes,2020,0.48484848484848486
1183,27,Male,Unemployed,75735,Poor,1283,5683,7.6,48 months,Defaulted,Yes,2020,0.48484848484848486
1184,42,Female,Employed,37959,Limited,1284,21092,7.0,36 months,On-time,No,2020,0.48484848484848486
1185,45,Male,Student,48522,Poor,1285,6132,7.7,48 months,Missed,No,2020,0.48484848484848486
1186,62,Male,Employed,76087,Excellent,1286,17314,5.2,36 months,Missed,Yes,2021,0.49143532191376255
